review_id	sentiment	label_id	input_ids	review_body	date
272	1	2	[0, 100, 657, 141, 3793, 5, 23204, 3183, 16, 8, 14, 5, 1490, 11, 10490, 2125, 5712, 98, 15481, 4, 939, 3584, 10, 650, 11, 909, 8, 33, 416, 10610, 24, 19, 10844, 8, 8872, 13, 10, 3630, 8, 19, 30197, 173, 9304, 13, 5, 558, 4, 5, 2576, 2125, 473, 14902, 15673, 10, 319, 53, 47, 64, 2773, 6921, 24, 66, 4, 269, 1318, 3183, 8, 15, 1392, 42, 16, 1341, 10, 8052, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I love how soft the sweater materials is and that the built in layer piece falls so nicely. i purchased a small in black and have already worn it with jeans and heels for a dinner and with cropped work pants for the office. the bottom piece does wrinkle a lot but you can easily smooth it out. really quality materials and on sale this is quite a steal!	2021-07-01T09:34:25Z
3167	1	2	[0, 16587, 5, 3195, 8, 5933, 9, 209, 13344, 328, 939, 33, 57, 6062, 13, 10, 1763, 9, 2933, 21288, 13344, 14, 58, 45, 847, 12, 10816, 8, 209, 25172, 23324, 13344, 32, 1298, 328, 2564, 372, 101, 70, 25172, 23324, 21288, 8, 939, 437, 686, 939, 40, 28, 562, 10, 319, 9, 3568, 36, 118, 4, 242, 4, 358, 183, 43, 66, 9, 209, 13344, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Love the color and length of these shorts! i have been searching for a pair of dark denim shorts that were not cut-offs and these pilcro shorts are winning! fit great like all pilcro denim and i'm sure i will be getting a lot of wear (i.e. every day) out of these shorts.	2021-07-01T09:34:25Z
12027	0	1	[0, 245, 108, 406, 113, 1437, 2631, 438, 1437, 971, 10844, 1437, 204, 3588, 4, 2740, 10, 650, 8, 10, 4761, 4, 393, 1381, 15, 5, 4761, 4, 5, 650, 21, 10, 410, 380, 11, 5, 13977, 1437, 53, 99, 4021, 162, 13, 10, 14018, 21, 5, 7050, 4, 1307, 328, 115, 173, 114, 24, 18, 2425, 7, 28, 3089, 11556, 219, 1437, 53, 5, 3124, 31670, 58, 2232, 4, 114, 41, 3023, 29, 16, 1835, 1437, 939, 429, 492, 24, 10, 738, 4, 53, 939, 64, 75, 4744, 99, 390, 54, 32, 2735, 87, 162, 32, 164, 7, 109, 11, 42, 13855, 6439, 4, 372, 3195, 1437, 28672, 88, 1136, 2773, 4, 1395, 28, 12138, 5357, 50, 3568, 10, 11021, 354, 4104, 528, 7, 5, 1273, 2]	"5'7""  34c  28 jeans  4 dress. ordered a small and a medium. never tried on the medium. the small was a little big in the waist  but what threw me for a loop was the chest. huge! could work if it's meant to be blousey  but the armholes were massive. if an xs is returned  i might give it a shot. but i can't imagine what women who are smaller than me are going to do in this jumpsuit. great color  transitions into fall easily. cannot be belted or wear a camisole due to the opening at the stomach. sh"	2021-07-01T09:34:25Z
14598	-1	0	[0, 100, 33, 57, 546, 13, 41, 160, 12, 9830, 15203, 8, 802, 42, 65, 74, 28, 1969, 1437, 4682, 24, 16, 164, 124, 4, 939, 524, 195, 108, 466, 113, 3982, 23246, 4, 4761, 16, 127, 2340, 299, 1836, 1437, 53, 42, 4761, 21, 3229, 190, 600, 5, 1521, 1326, 11956, 11, 5, 2170, 4, 117, 14893, 1437, 98, 117, 169, 7, 593, 24, 4, 35237, 6158, 8, 5, 1521, 8, 10199, 356, 55, 9881, 87, 5, 1345, 4, 45, 966, 5, 425, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"I have been looking for an off-white vest and thought this one would be perfect  except it is going back. i am 5'9"" 150 lbs. medium is my normal top size  but this medium was tight even though the design looks relaxed in the picture. no buttons  so no way to close it. unlined and the design and fabric look more casual than the photo. not worth the price."	2021-07-01T09:34:25Z
12616	-1	0	[0, 38778, 1437, 164, 124, 4, 2740, 475, 1437, 1109, 3195, 1973, 1437, 182, 1202, 7, 2999, 81, 127, 471, 1437, 45, 10, 205, 1203, 4, 300, 24, 15, 8, 5397, 1902, 1415, 6043, 36, 37009, 885, 73, 139, 145, 10, 16177, 28522, 43, 1437, 53, 1086, 631, 10, 828, 650, 198, 1692, 4, 115, 645, 5, 784, 1437, 53, 939, 437, 45, 25896, 5, 2157, 9, 5, 10199, 1437, 24, 2653, 3229, 19, 23680, 8, 786, 879, 38263, 4140, 35, 2357, 13178, 73, 2518, 11424, 73, 2518, 36889, 8, 6164, 33803, 261, 73, 245, 2292, 463, 3463, 22, 10800, 16136, 113, 1437, 61, 531, 1266, 5, 26224, 4, 9637, 885, 73, 24905, 14, 5, 80, 1810, 26224, 32, 235, 23, 127, 1692, 2, 1, 1, 1, 1]	"Sadly  going back. ordered m  light color option  very difficult to pull over my head  not a good sign. got it on and neckline looked attractive (height w/o being a mock turtle)  but whole thing a bit small around middle. could order the l  but i'm not liking the feeling of the fabric  it feels tight with restrictive and nonuniform stretch: 33 cotton/27 poly/27 acrylic and 95 rayon/5 spandex ""contrast""  which must mean the stripes. combine w/fact that the two wide stripes are right at my middle"	2021-07-01T09:34:25Z
9822	0	1	[0, 100, 95, 206, 42, 3588, 16, 98, 11962, 328, 939, 657, 24, 19, 9759, 918, 328, 1437, 1437, 259, 32, 5, 2564, 1254, 35, 939, 437, 195, 108, 306, 112, 73, 176, 113, 8, 5, 760, 9, 5, 3588, 2323, 95, 1065, 127, 15145, 4, 36, 118, 21, 2273, 14, 24, 74, 28, 350, 765, 13, 127, 6339, 716, 15, 5, 1345, 322, 5, 21764, 3825, 62, 8, 33, 10, 12207, 7, 6148, 1437, 959, 5, 6148, 16, 182, 614, 4, 3891, 1437, 5, 24150, 12357, 62, 45, 1084, 3124, 1437, 53, 888, 59, 130, 4877, 1065, 127, 10825, 328, 36, 405, 18, 202, 2422, 11962, 1437, 95, 9261, 583, 127, 13789, 4, 95, 6901, 47, 216, 322, 1437, 507, 4617, 14, 2, 1, 1, 1, 1]	"I just think this dress is so cute! i love it with booties!   here are the fit details: i'm 5'4 1/2"" and the front of the dress hits just above my knees. (i was concerned that it would be too short for my lifestyle based on the photo). the sleeves roll up and have a tab to button  however the button is very low. therefore  the sleeve rolls up not mid arm  but actually about three inches above my wrist! (it's still super cute  just nowhere near my elbow. just letting you know).  final detail that"	2021-07-01T09:34:25Z
4207	0	1	[0, 15216, 1493, 16, 4577, 4, 5, 3588, 16, 15652, 53, 5, 2564, 16, 7735, 4, 939, 524, 2333, 10, 1836, 132, 36, 25050, 17243, 1437, 2631, 740, 43, 53, 300, 5, 204, 716, 15, 5, 6173, 4, 5, 13977, 10698, 1969, 1437, 5, 299, 16, 1307, 1437, 941, 5, 3124, 31670, 4, 114, 939, 120, 10, 1836, 132, 172, 5, 13977, 40, 28, 350, 3229, 4, 959, 1437, 5, 3588, 16, 98, 11962, 939, 524, 2811, 602, 24, 13, 35081, 8, 2396, 24, 4, 2299, 24, 34, 2564, 743, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Everybody else is correct. the dress is adorable but the fit is weird. i am usually a size 2 (134lb  34 c) but got the 4 based on the reviews. the waist fits perfect  the top is huge  especially the armholes. if i get a size 2 then the waist will be too tight. however  the dress is so cute i am considering taking it for alterations and keeping it. definitely it has fit issues.	2021-07-01T09:34:25Z
14152	1	2	[0, 100, 269, 101, 42, 8443, 328, 24, 1237, 380, 1437, 98, 47, 189, 236, 7, 1836, 159, 4, 5, 10199, 21, 21052, 87, 939, 21, 4804, 1437, 53, 939, 269, 101, 24, 4, 182, 11962, 1136, 8443, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I really like this jacket! it runs big  so you may want to size down. the fabric was softer than i was expecting  but i really like it. very cute fall jacket!	2021-07-01T09:34:25Z
9701	0	1	[0, 713, 16, 10, 2721, 6399, 1437, 959, 5, 847, 8, 385, 31766, 58, 160, 4, 939, 437, 129, 13259, 2697, 1437, 53, 42, 299, 156, 162, 356, 5283, 4, 5, 10199, 1236, 1182, 5357, 66, 23, 5, 760, 4, 24, 18, 10, 9208, 1437, 142, 24, 269, 16, 9869, 4, 939, 1051, 24, 124, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This is a beautiful shirt  however the cut and drape were off. i'm only 104 pounds  but this top made me look pregnant. the fabric jutted out at the front. it's a shame  because it really is lovely. i sent it back.	2021-07-01T09:34:25Z
6963	0	1	[0, 30048, 1437, 5, 23204, 16, 269, 2721, 734, 118, 2333, 907, 10, 650, 11, 6215, 13657, 1437, 8, 42, 2551, 7, 422, 15, 5, 2735, 526, 4, 24, 947, 10431, 3416, 131, 29, 1256, 765, 1437, 53, 5, 696, 939, 33, 16, 14, 5, 21764, 32, 203, 10941, 11, 621, 87, 15, 5, 3092, 11, 5, 3493, 4, 24, 1326, 101, 939, 947, 10431, 3416, 131, 119, 2498, 10, 155, 73, 306, 24150, 6399, 4, 202, 8997, 114, 939, 947, 10431, 3416, 131, 119, 164, 7, 489, 24, 1437, 142, 24, 16, 269, 10, 9869, 299, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Honestly  the sweater is really beautiful...i usually buy a small in retailer tops  and this seemed to run on the smaller side. it&#39;s pretty short  but the issue i have is that the sleeves are much shorter in person than on the models in the pictures. it looks like i&#39;m wearing a 3/4 sleeve shirt. still deciding if i&#39;m going to keep it  because it is really a lovely top.	2021-07-01T09:34:25Z
15710	-1	0	[0, 8275, 45, 907, 328, 939, 341, 127, 379, 207, 6720, 15, 42, 4, 99, 10, 3844, 4, 127, 4505, 10070, 1186, 31, 579, 7, 784, 6122, 15, 99, 1518, 4, 939, 197, 33, 5335, 10, 650, 4, 939, 218, 75, 206, 14, 74, 348, 1147, 4, 24, 21, 98, 11789, 546, 4, 1085, 101, 5, 1421, 4, 24, 156, 162, 356, 25, 114, 939, 56, 3491, 379, 2697, 4, 24, 21, 13332, 102, 857, 1181, 11, 5, 124, 12, 3341, 10, 22582, 2716, 4, 5, 1468, 21, 269, 7992, 4, 24, 16, 55, 3901, 13, 1136, 4, 939, 56, 239, 1991, 13, 42, 12, 560, 3588, 62, 50, 159, 4, 24, 21, 95, 98, 10861, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Do not buy! i used my 15% discount on this. what a waste. my usual sizes range from s to l depending on what brand. i should have gotten a small. i don't think that would've helped. it was so awkward looking. nothing like the model. it made me look as if i had gained 15 pounds. it was waaay longer in the back-like a mullet. the material was really thick. it is more appropriate for fall. i had high hopes for this-to dress up or down. it was just so ridiculous.	2021-07-01T09:34:25Z
1193	0	1	[0, 100, 437, 10, 2107, 12, 102, 1437, 8, 939, 2162, 10, 650, 4, 939, 303, 14, 5, 16875, 4745, 16, 1256, 3229, 1437, 53, 1153, 956, 7, 489, 383, 62, 4, 142, 89, 16, 45, 10, 42809, 11, 5, 760, 50, 124, 1437, 24, 16, 269, 543, 7, 120, 11, 8, 66, 9, 4, 939, 1017, 1153, 28, 15983, 19, 24, 1437, 53, 5, 12988, 58, 350, 380, 13, 162, 4, 939, 206, 939, 74, 240, 7, 28, 10, 740, 7, 3300, 24, 4, 1437, 5, 1318, 16, 269, 2579, 8, 5, 41337, 12988, 32, 10, 205, 3989, 4, 939, 2813, 939, 115, 33, 156, 24, 173, 1437, 142, 24, 21, 269, 3473, 4, 939, 1835, 24, 11, 5, 253, 4, 2, 1, 1, 1, 1, 1]	I'm a 32-a  and i bought a small. i found that the tube portion is pretty tight  but probably needed to keep things up. because there is not a clasp in the front or back  it is really hard to get in and out of. i'd probably be ok with it  but the cups were too big for me. i think i would need to be a c to fill it.  the quality is really nice and the molded cups are a good shape. i wish i could have made it work  because it was really comfortable. i returned it in the end.	2021-07-01T09:34:25Z
4364	-1	0	[0, 133, 3588, 16, 2778, 239, 1318, 328, 939, 3584, 5, 3588, 11, 909, 4, 5, 1104, 9843, 6537, 6399, 14, 5, 1421, 16, 2498, 223, 5, 3588, 16, 45, 233, 9, 5, 3588, 4, 5, 3588, 1374, 16, 101, 10, 14930, 4, 3867, 47, 214, 2778, 6764, 8, 22877, 42, 3588, 817, 47, 356, 2671, 328, 939, 2740, 5, 650, 4716, 1459, 8, 524, 10529, 23246, 8, 195, 108, 306, 4, 939, 269, 770, 7, 101, 42, 3588, 53, 9574, 24, 18, 164, 124, 48329, 5, 4716, 1459, 2323, 155, 4877, 1065, 5, 4117, 13, 5135, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	The dress is extremely high quality! i purchased the dress in black. the white collared shirt that the model is wearing under the dress is not part of the dress. the dress overall is like a balloon. unless you're extremely tall and skinny this dress makes you look bigger! i ordered the small petite and am 125 lbs and 5'4. i really wanted to like this dress but unfortunately it's going back:( the petite hits 3 inches above the knee for reference.	2021-07-01T09:34:25Z
3612	1	2	[0, 1620, 4505, 42, 3588, 473, 45, 17534, 4, 1326, 372, 19, 10317, 8, 16, 5, 1969, 183, 7, 1248, 3588, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	As usual this dress does not disappoint. looks great with boots and is the perfect day to date dress.	2021-07-01T09:34:25Z
15711	-1	0	[0, 100, 2740, 42, 187, 24, 1415, 98, 11962, 15, 5, 1421, 479, 77, 939, 24, 2035, 1437, 939, 21, 2283, 7, 860, 24, 15, 1437, 53, 77, 939, 222, 734, 3662, 895, 4, 5, 3195, 16, 30324, 8, 5, 299, 1237, 739, 1437, 45, 7, 4521, 14, 5, 1468, 16, 350, 2016, 13, 10, 765, 30145, 5202, 299, 36, 7269, 24, 18, 9321, 322, 939, 269, 770, 7, 101, 24, 8, 19639, 7727, 2577, 24, 8, 172, 2057, 24, 11, 5, 3841, 254, 7, 17652, 24, 10, 828, 4, 11, 5, 253, 1437, 939, 1276, 14, 24, 938, 75, 966, 24, 4, 350, 1099, 1437, 25, 5, 4286, 21, 10, 205, 65, 4, 24, 95, 1447, 11, 5, 7356, 4, 2, 1, 1, 1, 1, 1, 1]	I ordered this since it looked so cute on the model . when i it arrived  i was excited to try it on  but when i did...blah. the color is murky and the top runs large  not to mention that the material is too heavy for a short sleeved top (plus it's lined). i really wanted to like it and debated wetting it and then putting it in the dryer to shrink it a bit. in the end  i decided that it wasn't worth it. too bad  as the concept was a good one. it just failed in the execution.	2021-07-01T09:34:25Z
