review_id	sentiment	label_id	input_ids	review_body	date
11926	0	1	[0, 100, 770, 7, 657, 42, 6399, 4, 24, 18, 300, 10, 33997, 1468, 1437, 10, 34203, 3989, 8, 5, 38895, 13, 10, 3280, 299, 4, 959, 77, 939, 342, 42, 15, 1437, 24, 95, 1415, 101, 24, 21, 4812, 12, 22605, 81, 5, 7050, 4, 939, 206, 114, 5, 2999, 21, 874, 5, 7050, 1437, 24, 74, 28, 203, 357, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I wanted to love this shirt. it's got a thicker material  a flattering shape and the uniqueness for a basic top. however when i put this on  it just looked like it was ill-fitting over the chest. i think if the pull was below the chest  it would be much better.	2021-07-01T09:34:25Z
8706	0	1	[0, 19065, 1035, 16576, 1437, 64, 28, 7001, 62, 50, 159, 4, 5, 1971, 299, 16, 7735, 1437, 53, 47, 218, 75, 33, 7, 2496, 24, 25, 7092, 4, 939, 189, 120, 5, 299, 23385, 4567, 159, 5, 921, 4, 1437, 1437, 1437, 939, 33, 10, 2107, 13977, 8, 300, 10, 1836, 739, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Great summer skirt  can be dressed up or down. the band top is weird  but you don't have to style it as pictured. i may get the top hemmed down the road.    i have a 32 waist and got a size large.	2021-07-01T09:34:25Z
20	0	1	[0, 347, 4467, 410, 3588, 10698, 326, 1872, 4, 24, 16, 10, 410, 239, 13332, 15346, 4, 205, 5933, 13, 127, 195, 108, 466, 6958, 4, 939, 101, 5, 3588, 1437, 939, 437, 95, 45, 11, 657, 19, 24, 4, 939, 33976, 206, 24, 1326, 50, 2653, 6162, 4, 24, 2092, 95, 25, 7092, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Cute little dress fits tts. it is a little high waisted. good length for my 5'9 height. i like the dress  i'm just not in love with it. i dont think it looks or feels cheap. it appears just as pictured.	2021-07-01T09:34:25Z
722	1	2	[0, 4528, 37687, 32, 3640, 5500, 4, 966, 5, 425, 5329, 4, 51, 32, 182, 3137, 24382, 1437, 33, 10, 319, 9, 4140, 53, 109, 45, 7082, 3989, 328, 5, 1531, 648, 21677, 3195, 1521, 2386, 41, 674, 7490, 7, 33, 10, 1531, 3495, 4, 51, 109, 422, 380, 1437, 939, 300, 10, 973, 8, 939, 437, 2333, 10, 974, 4, 51, 32, 67, 182, 251, 328, 1085, 10, 410, 1805, 7, 7886, 994, 64, 75, 4190, 4, 1374, 1437, 2200, 5131, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	These cords are seriously fantastic. worth the price indeed. they are very comfy  have a lot of stretch but do not loose shape! the fun yet muted color design allows an average outfit to have a fun pop. they do run big  i got a 26 and i'm usually a 27. they are also very long! nothing a little trip to tailors can't fix. overall  highly recommended.	2021-07-01T09:34:25Z
2116	0	1	[0, 19065, 6880, 4, 2740, 13, 127, 1141, 13, 29224, 13738, 4, 829, 24, 8, 5, 4761, 4716, 1459, 13977, 1836, 9550, 23, 2219, 973, 113, 36, 2527, 24, 16, 23, 513, 132, 113, 160, 5, 2526, 5579, 463, 10, 7992, 1468, 782, 10, 828, 55, 929, 7, 2564, 157, 322, 5779, 328, 4209, 19, 220, 1836, 62, 734, 1694, 581, 192, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"Great item. ordered for my wife for christmas. received it and the medium petite waist size measured at approximately 26"" (so it is at least 2"" off the standard--and a thick material needs a bit more room to fit well). disappointed! replaced with next size up...we'll see!"	2021-07-01T09:34:25Z
12344	-1	0	[0, 1620, 1010, 25, 939, 794, 42, 3588, 1437, 939, 3668, 1064, 11, 657, 19, 24, 4, 77, 939, 300, 24, 1437, 939, 5324, 24, 21, 2829, 650, 1437, 53, 11464, 939, 115, 432, 19, 24, 4, 939, 21, 16404, 13, 127, 7196, 8, 1381, 24, 15, 456, 95, 94, 363, 8, 939, 5324, 5, 7323, 16, 567, 160, 5, 124, 4, 939, 115, 4190, 24, 1437, 53, 10728, 10, 3588, 4395, 75, 386, 3064, 4102, 137, 47, 190, 3568, 24, 4, 24, 18, 847, 15, 5, 650, 526, 4, 2813, 939, 1381, 5, 2514, 65, 1437, 53, 122, 24, 18, 1088, 66, 4, 8, 939, 21, 761, 9, 5779, 89, 58, 117, 12189, 25, 7092, 4, 939, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]	As soon as i saw this dress  i absolutely fell in love with it. when i got it  i noticed it was slightly small  but figured i could deal with it. i was packing for my vacation and tried it on again just last night and i noticed the bow is coming off the back. i could fix it  but honestly a dress shouldn't start falling apart before you even wear it. it's cut on the small side. wish i tried the larger one  but now it's sold out. and i was kind of disappointed there were no pockets as pictured. i	2021-07-01T09:34:25Z
18589	0	1	[0, 100, 362, 10, 810, 15, 42, 3588, 1135, 5, 1533, 6173, 59, 5, 181, 1438, 3145, 219, 16576, 8, 9378, 5397, 1902, 1437, 142, 939, 2638, 5, 356, 9, 5, 2440, 32847, 5780, 4, 40463, 1437, 5, 15652, 5780, 1437, 5, 14732, 11689, 12, 43056, 9758, 1437, 8, 2422, 12, 24810, 10199, 58, 5, 129, 383, 14, 1006, 13, 162, 4, 939, 437, 195, 108, 246, 113, 8, 5962, 19821, 1437, 650, 62, 299, 1437, 45, 941, 5350, 11454, 53, 45, 1359, 1169, 1437, 8, 939, 2740, 127, 4505, 132, 642, 4, 1423, 658, 1437, 5, 16415, 1070, 16576, 21, 203, 350, 455, 36, 118, 1299, 25, 600, 939, 21, 2498, 10, 9450, 19086, 18, 16576, 43, 8, 5, 5397, 1902, 21, 169, 2, 1, 1, 1]	"I took a risk on this dress despite the multiple reviews about the pouffy skirt and revealing neckline  because i loved the look of the blue motif print. alas  the adorable print  the handy bra-strap holders  and super-soft fabric were the only things that worked for me. i'm 5'3"" and 120 lb  small up top  not especially curvy but not straight either  and i ordered my usual 2p. yup  the pleated skirt was much too full (i felt as though i was wearing a cheerleader's skirt) and the neckline was way"	2021-07-01T09:34:25Z
5153	1	2	[0, 100, 657, 2498, 10, 3588, 23, 2446, 18116, 53, 218, 75, 236, 7, 28, 350, 3588, 219, 4, 42, 21, 1969, 131, 35, 9881, 19, 10, 828, 9, 579, 2401, 8, 3473, 4, 24, 18, 67, 3124, 615, 8, 2422, 11962, 19, 9759, 918, 4, 939, 437, 195, 108, 306, 113, 8, 650, 13295, 196, 4, 5, 3023, 29, 2564, 1969, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"I love wearing a dress at thanksgiving but don't want to be too dressy. this was perfect;: casual with a bit of sass and comfortable. it's also arm enough and super cute with booties. i'm 5'4"" and small boned. the xs fit perfect."	2021-07-01T09:34:25Z
56	-1	0	[0, 7608, 109, 10374, 489, 442, 6792, 13657, 28749, 12846, 939, 64, 75, 4744, 42, 74, 28, 34203, 15, 1268, 1437, 941, 951, 674, 6958, 8, 157, 40674, 15, 299, 4, 939, 1415, 101, 10, 1037, 869, 4, 5, 6184, 8, 10199, 32, 12058, 1437, 98, 114, 47, 32, 101, 204, 108, 6764, 8, 2422, 5262, 8, 64, 2564, 37863, 29, 42, 189, 173, 116, 939, 524, 227, 10, 231, 12, 398, 8, 2564, 10, 650, 8, 24, 21, 1307, 15, 162, 8, 818, 21, 2671, 23, 5, 2576, 87, 5, 299, 4, 215, 10, 7735, 847, 4, 89, 16, 10, 740, 5602, 12213, 98, 114, 24, 9668, 62, 14, 40, 311, 53, 14, 16, 98, 1812, 29, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Why do designers keep making crop tops??!! i can't imagine this would be flattering on anyone  especially someone average height and well endowed on top. i looked like a football player. the pattern and fabric are gorgeous  so if you are like 4' tall and super tiny and can fit xxs this may work? i am between a 6-8 and fit a small and it was huge on me and almost was bigger at the bottom than the top. such a weird cut. there is a cami underneath so if it rides up that will show but that is so 80s	2021-07-01T09:34:25Z
17964	0	1	[0, 100, 2740, 42, 15, 12, 1902, 4, 150, 24, 10698, 157, 137, 14784, 1437, 5, 10199, 16, 10, 828, 7174, 4, 939, 437, 6023, 24, 429, 17652, 11, 5, 10397, 1437, 350, 4, 939, 2220, 75, 10610, 24, 648, 142, 939, 437, 667, 7, 2845, 24, 939, 40, 489, 24, 50, 671, 24, 4, 8089, 32, 10, 828, 55, 21677, 87, 939, 74, 101, 67, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I ordered this on-line. while it fits well before washing  the fabric is a bit thin. i'm afraid it might shrink in the wash  too. i haven't worn it yet because i'm trying to decide it i will keep it or return it. colors are a bit more muted than i would like also.	2021-07-01T09:34:25Z
19312	-1	0	[0, 713, 299, 1415, 98, 11962, 11, 5, 2170, 1437, 53, 9574, 630, 75, 697, 62, 7, 24, 328, 5, 65, 939, 829, 1437, 888, 34, 5, 5780, 2343, 11, 5, 1345, 15, 5, 1025, 9, 5, 6399, 4, 24, 817, 24, 203, 20292, 1437, 8, 15305, 4, 5, 6399, 1495, 16, 15, 5, 765, 526, 1437, 8, 74, 348, 1415, 357, 114, 24, 478, 795, 15, 5, 28097, 1437, 89, 18, 95, 350, 203, 10199, 13, 24, 7, 1212, 723, 87, 14, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This top looked so cute in the picture  but unfortunately doesn't live up to it! the one i received  actually has the print shown in the photo on the inside of the shirt. it makes it much darker  and boring. the shirt itself is on the short side  and would've looked better if it hit lower on the hips  there's just too much fabric for it to land higher than that.	2021-07-01T09:34:25Z
7043	0	1	[0, 29287, 16170, 8, 205, 1318, 3588, 4, 5, 3493, 3486, 5, 8194, 269, 311, 50, 4521, 5, 762, 11616, 847, 23, 5, 760, 5397, 1902, 4, 1437, 47, 269, 33, 7, 356, 182, 3615, 23, 5, 1421, 2356, 7, 192, 24, 4, 1437, 7328, 5, 1421, 1437, 939, 33, 23739, 8, 42, 3588, 969, 169, 350, 203, 12479, 25571, 13, 162, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Beautiful and good quality dress. the pictures nor the description really show or mention the keyhole cut at the front neckline.  you really have to look very closely at the model photos to see it.  unlike the model  i have curves and this dress showed way too much cleavage for me.	2021-07-01T09:34:25Z
4403	-1	0	[0, 100, 56, 42, 11, 127, 9727, 13, 10, 186, 137, 939, 362, 5, 15804, 1437, 142, 939, 802, 24, 74, 146, 5, 847, 990, 741, 24019, 445, 2125, 14, 115, 213, 31, 4105, 7, 9881, 1559, 16362, 4, 939, 437, 195, 108, 466, 113, 1437, 98, 939, 300, 5, 475, 73, 462, 7, 1306, 5933, 4, 2085, 14, 21, 1593, 116, 114, 5, 22, 462, 5526, 3269, 22523, 113, 21, 1165, 2085, 14, 74, 33, 57, 55, 7163, 1437, 53, 42, 631, 21, 2232, 8, 1415, 101, 10, 17284, 14072, 4, 5, 526, 3369, 2629, 36, 1116, 768, 7397, 11, 5, 2356, 43, 376, 62, 7, 95, 81, 127, 1632, 13977, 1437, 15550, 14, 1683, 4, 939, 2638, 5, 2, 1, 1, 1, 1, 1, 1, 1]	"I had this in my cart for a week before i took the plunge  because i thought it would make the cutest boho statement piece that could go from beach to casual evening outings. i'm 5'9""  so i got the m/l to ensure length. maybe that was wrong? if the ""laid flat width"" was included maybe that would have been more helpful  but this thing was massive and looked like a potato sack. the side slits (of course hidden in the photos) came up to just over my natural waist  enhancing that effect. i loved the"	2021-07-01T09:34:25Z
13789	-1	0	[0, 133, 10199, 16, 372, 4, 5, 1521, 16, 1531, 4, 939, 802, 5, 3588, 74, 28, 1969, 13, 173, 8, 67, 3568, 13, 10, 1531, 363, 66, 4, 5, 2564, 21, 1969, 62, 299, 53, 5, 2576, 233, 21, 7, 455, 8, 10, 319, 1181, 172, 939, 421, 4, 98, 939, 56, 7, 671, 24, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	The fabric is great. the design is fun. i thought the dress would be perfect for work and also wear for a fun night out. the fit was perfect up top but the bottom part was to full and a lot longer then i expected. so i had to return it.	2021-07-01T09:34:25Z
18602	1	2	[0, 100, 348, 57, 667, 7, 465, 10, 1763, 9, 24867, 21954, 4957, 10844, 13, 5, 1035, 4, 939, 437, 67, 4716, 1459, 4, 939, 657, 6044, 7876, 10844, 416, 1437, 187, 5, 7451, 5933, 34, 1006, 182, 157, 15, 162, 4, 939, 794, 209, 10844, 11, 1400, 1437, 1381, 106, 15, 1437, 8, 2638, 106, 4, 101, 97, 6044, 7876, 10844, 51, 218, 75, 4140, 66, 36, 20345, 114, 47, 1836, 159, 111, 53, 190, 172, 1437, 47, 218, 75, 120, 14, 22, 29, 7743, 1580, 113, 2157, 9, 2498, 9304, 14, 32, 350, 650, 111, 5, 1468, 15706, 11, 5, 3844, 322, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"I've been trying to find a pair of tasteful destroyed jeans for the summer. i'm also petite. i love paige jeans already  since the ankle length has worked very well on me. i saw these jeans in store  tried them on  and loved them. like other paige jeans they don't stretch out (especially if you size down - but even then  you don't get that ""sausage"" feeling of wearing pants that are too small - the material stretches in the waste)."	2021-07-01T09:34:25Z
